"client","age","education","emploi","categorie","adresse","revenus","debcred","debcarte","autres","defaut"
2557,54,"Niveau bac",31,12,7.69570871261378,4.9576683944324,-0.541341995716,1.25183889745741,1.82744573291537,"Non"
2558,44,"Niveau bac",7,12,9,-0.295574718622113,-0.0477993997885061,-0.401408578056969,-0.0820772023362305,"Non"
2559,34,"Niveau bac",9,12,7.69570871261378,-0.309578698930156,0.256150613557084,0.115359794789418,-0.230935255710565,"Oui"
2560,35.1479582494049,"Bac+2",0,12,4,-0.311329196468661,0.999473913521053,-0.137871017723687,0.121418204481399,"Non"
2561,23,"Bac+2",2,12,7.69570871261378,-0.447868004472077,0.0921379825933746,-0.386117974886104,-0.178739494457956,"Oui"
2562,31,"Bac+3",6,12,7.69570871261378,-0.398854073393928,-1.18084078617083,-0.521277210344977,-0.419967942445458,"Non"
2563,35.1479582494049,"Niveau bac",1,12,14,-0.446117506933572,-1.05745513718896,-0.425699214455549,-0.441689941592953,"Non"
2564,26,"Niveau bac",4,12,7,-0.428612531548518,2.42292298592169,-0.476299335064012,0.475186066944788,"Oui"
2565,18,"Bac+2",0,12,0,-0.552897856782397,-0.720401657043352,-0.446718312483577,-0.396012527509879,"Oui"
2566,19,"Bac+2",0,12,0,-0.430363029087024,0.648878106048169,-0.381815072725745,-0.0233427023744956,"Oui"
2567,41,"Niveau bac",6,12,13,-0.507384920781258,-0.45406921960687,-0.514411897923819,-0.28892923337592,"Non"
2568,35.1479582494049,"Bac+4",5,12,4,0.392370814010483,2.27395738532162,0.156333975203008,1.88340843034897,"Oui"
2569,26,"Bac+4",1,12,0,0.150802153696747,1.5456811157213,-0.374399537446469,1.19263480144074,"Oui"
2570,45,"Bac+3",10,12,7.69570871261378,0.332853897701302,-0.380338770825018,-0.179488356177373,0.10170087048103,"Non"
2571,30,"Niveau bac",0,12,11,-0.551147359243892,-0.0387711815703202,-0.413727859401111,-0.282791855859616,"Oui"
2572,33,"Bac+2",3,12,1,-0.183542876157772,-0.172689751806744,-0.117838449457543,-0.169091797383427,"Oui"
2573,35.1479582494049,"Niveau bac",15,12,7.69570871261378,0.458889720473686,2.21527396690341,2.23799410435591,1.0316538039206,"Oui"
2574,24,"Niveau bac",5,12,0,-0.414608551240476,0.370508044320772,-0.271653143343659,-0.127879517546059,"Non"
2575,39,"Niveau bac",13,12,12,0.0212653358473525,1.83157469263052,0.134232973208243,0.885078002892967,"Oui"
2576,32,"Bac+2",5,12,10,-0.28157073831407,-0.967172955007099,-0.446486831744895,-0.360727443519928,"Non"
2577,40,"Bac+2",8,12,20,0.096536730003082,-0.378834067788654,-0.459520200113999,0.0816925533361438,"Non"
2578,29,"Niveau bac",9,12,1,-0.467123477395636,0.128250855466118,-0.435851850965605,-0.164814990203517,"Non"
2579,22,"Bac+4",0,12,0,-0.54064437401286,0.120727340284296,-0.269825823523645,-0.308967731178104,"Oui"
2580,29,"Bac+2",3,12,5,-0.0977684967710102,0.618784045320883,-0.00508534616557526,0.192120581538658,"Oui"
2581,41,"Niveau bac",11,12,2,-0.362093625085316,-0.381843473861383,-0.311203257875827,-0.275104473806978,"Non"
2582,39,"Niveau bac",3,12,18,-0.363844122623821,-0.652690020406958,-0.416096994890313,-0.307457080545131,"Oui"
2583,52,"Bac+4",2,12,18,-0.0452535706158501,-0.690307596316066,-0.0970620633186273,-0.318944294870128,"Non"
2584,35.1479582494049,"Niveau bac",7,12,1,-0.51788790601229,-0.0116865269157626,-0.249419638358147,-0.324823290657849,"Non"
2585,22,"Niveau bac",4,12,2,-0.500382930627237,0.242608286229806,-0.000846816094369439,-0.368661933019288,"Oui"
2586,46,"Bac+3",10,12,1,-0.0294990927693022,-0.371310552606833,0.22776656330263,-0.30699459335498,"Non"
2587,33,"Niveau bac",4,12,4,-0.271067753083038,1.48549299426672,0.361998090209126,0.117134165966495,"Oui"
2588,19,"Bac+2",0,12,0,-0.132778447541117,1.68712320113954,0.559768737904402,0.343113596693953,"Oui"
2589,34,"Bac+2",9,12,3,0.199816084774897,-0.299084806861346,-0.420633059874095,0.177331558514648,"Non"
2590,48,"Niveau bac",5,12,21,-0.556398851859408,-0.732439281334267,-0.400778456173622,-0.420685488898746,"Non"
2591,37,"Bac+3",7,12,9,-0.00149113215321679,-0.666232347734237,-0.171152461762129,-0.253402114776735,"Non"
2592,42,"Bac+3",2,12,13,-0.500382930627237,0.543548893502667,-0.0757125262126529,-0.269733498456485,"Oui"
2593,22,"Bac+2",1,12,7.69570871261378,-0.579155319859977,-0.365291740461375,-0.393211196850646,-0.371025819299708,"Oui"
2594,39,"Niveau bac",15,12,5,-0.132778447541117,-0.410432831552305,-0.185449146937361,-0.200626217169495,"Non"
2595,25,"Niveau bac",8,12,1,-0.393602580778412,0.304301110720742,-0.541347331152979,-0.0012437647336207,"Non"
2596,66,"Bac+2",43,12,7.69570871261378,1.7752638694297,-0.148614503224915,1.08832634454938,0.774815455570345,"Non"
2597,35.1479582494049,"Bac+5 et plus",2,12,6,0.0247663309243632,0.468313741684452,-0.0576016491900878,0.284847424389345,"Non"
2598,38,"Bac+3",6,12,5,-0.556398851859408,1.48699769730309,-0.130892746842569,-0.135045576039288,"Non"
2599,51,"Niveau bac",2,12,17,-0.521388901089301,0.27571175302982,-0.122713803872837,-0.326921182270014,"Oui"
2600,35.1479582494049,"Niveau bac",15,12,9,0.0597762816944699,-0.46460214086142,-0.0500038018030405,-0.173297428660548,"Non"
2601,28,"Bac+5 et plus",0,12,8,0.157804143850769,1.38166848475759,0.559762268347703,0.683366472711561,"Oui"
2602,35,"Niveau bac",10,12,11,-0.535392881397344,0.456276117393537,-0.061276357394995,-0.333475918908106,"Non"
2603,27,"Bac+2",9,12,2,-0.208049841696846,-0.75801923295246,-0.0953903945632295,-0.419357569445198,"Non"
2604,29,"Bac+3",7,12,6,0.11229120784963,-0.85582493031614,-0.211237446894369,-0.287714298374833,"Non"
2605,41,"Bac+2",10,12,11,0.135047675850199,0.185429570847962,0.307971747364221,0.0784458076875367,"Oui"
2606,30,"Bac+2",4,12,2,0.0772812570795233,-0.675260565952423,-0.0792992484464566,-0.263237673329884,"Non"
2607,22,"Bac+2",1,12,3,-0.64917522140019,0.689505088030005,-0.172956610864826,-0.376469277438512,"Oui"
2608,18,"Bac+2",0,12,0,-0.36034312754681,-0.931060082134356,-0.363869169398999,-0.411353330272119,"Non"
2609,35.1479582494049,"Niveau bac",7,12,11,-0.509135418319764,-0.244915497552231,-0.50596405429946,-0.249772126053974,"Non"
2610,25,"Niveau bac",6,12,0,-0.377848102931864,-0.423975158879583,-0.482400926021214,-0.218970160351078,"Non"
2611,31,"Niveau bac",10,12,5,0.16480613400479,2.60499205332177,1.48036207182536,0.994062813987366,"Oui"
2612,43,"Niveau bac",18,12,16,0.177059616774327,-0.735448687406995,-0.383759659730481,-0.114145241013924,"Non"
2613,36,"Niveau bac",12,12,7.69570871261378,0.24357852323753,-0.335197679734089,-0.0762202570223732,0.0271180482680534,"Non"
2614,43,"Niveau bac",12,12,19,-0.271067753083038,-0.636138287006951,-0.274311354800054,-0.322228629316283,"Non"
2615,43,"Bac+3",6,12,3,0.0492732964634379,-0.590997195916022,-0.498743278555044,-0.0410951170494155,"Non"
2616,51,"Niveau bac",5,12,7,-0.449618502010582,0.426182056666251,-0.414751133010265,-0.0858140993041345,"Non"
2617,21,"Niveau bac",5,12,0,-0.580905817398482,-0.220840248970402,-0.413756128129107,-0.338170593524916,"Non"
2618,35.1479582494049,"Niveau bac",35,12,5,1.64222605650329,0.50593131759356,1.88297746517085,1.23757580984315,"Non"
2619,27,"Bac+2",2,12,7.69570871261378,-0.542394871551365,0.153830807084311,-0.285125322334972,-0.297235685774064,"Non"
2620,40,"Niveau bac",22,12,8,1.58270914019411,0.152326104047947,1.0865989729108,1.04523025524045,"Non"
2621,26,"Niveau bac",4,12,7.69570871261378,-0.482877955242184,-0.46460214086142,-0.49559969507688,-0.285492740325956,"Non"
2622,22,"Niveau bac",3,12,2,-0.610664275553073,-0.431498674061405,-0.511383032625038,-0.347428706110089,"Non"
2623,26,"Niveau bac",6,12,1,-0.6194167632456,2.03320489950333,-0.0671610661682053,-0.188172644247139,"Oui"
2624,70,"Niveau bac",6,12,22,-0.500382930627237,1.49151180641218,-0.387543865182515,0.0765095396539165,"Non"
2625,42,"Niveau bac",14,12,7.69570871261378,-0.232556807235921,-1.23952420458904,-0.52724059863198,-0.408731197813813,"Non"
2626,19,"Bac+2",0,12,0,-0.535392881397344,0.423172650593523,-0.179655011957934,-0.286039657919631,"Non"
2627,35.1479582494049,"Bac+4",2,12,7.69570871261378,0.000259365385288568,-0.303598915970439,-0.208507287497927,-0.0558960891620158,"Non"
2628,50,"Bac+2",6,12,10,0.236576533083509,-1.23801950155267,-0.505561829020383,-0.348559623253251,"Oui"
2629,18,"Bac+2",0,12,0,-0.41285805370197,-0.584978383770565,-0.252770060033527,-0.387256541853382,"Non"
2630,35.1479582494049,"Bac+3",3,12,2,-0.220303324466384,-0.0432852906794133,-0.405908348827672,-0.017083501616279,"Oui"
2631,27,"Niveau bac",5,12,1,-0.524889896166312,-0.974696470188921,-0.496129047145087,-0.412542575469426,"Non"
2632,48,"Bac+3",6,12,25,-0.344588649700262,-0.5834736807342,-0.296149776897085,-0.331991028801015,"Non"
2633,33,"Niveau bac",6,12,7.69570871261378,-0.227305314620405,-0.634633583970587,-0.525829940906816,-0.185896300142758,"Non"
2634,38,"Niveau bac",6,12,10,-0.46537297985713,1.02505386513925,-0.369000821772471,0.0170847035678807,"Oui"
2635,39,"Niveau bac",0,12,4,-0.542394871551365,1.39069670297577,0.328844898662681,-0.339508160651964,"Oui"
2636,49,"Niveau bac",20,12,7,0.278588474007637,-0.160652127515829,-0.0942320851318799,0.171845203000467,"Non"
2637,38,"Niveau bac",11,12,7.69570871261378,0.273336981392121,-0.445041001388684,-0.422533737997517,0.13309131185316,"Non"
2638,59,"Niveau bac",34,12,26,1.8102738201998,-0.22384965504313,2.14404154576972,0.207028948110857,"Non"
2639,42,"Niveau bac",14,12,3,-0.209800339235352,-0.386357582970476,-0.385002222198718,-0.147699746312246,"Non"
2640,51,"Bac+4",4,12,6,-0.132778447541117,-1.00629523395257,-0.485644988184467,-0.314779647051481,"Non"
2641,45,"Bac+2",17,12,15,1.06106087371952,0.483360772048095,0.419630893905322,1.22649489399777,"Non"
2642,46,"Bac+2",25,12,5,3.67280320116948,0.105680309920653,3.26895067438519,1.86740913998265,"Oui"
2643,28,"Bac+2",5,12,7,-0.0855150140014728,0.268188237847999,-0.244497518752256,0.158823621090704,"Non"
2644,20,"Bac+2",0,12,0,-0.220303324466384,-0.374319958679561,-0.430984350592144,-0.128836210789391,"Non"
2645,39,"Niveau bac",20,12,14,0.376616336163935,1.37113556350304,2.25298302562836,0.257759989789396,"Non"
2646,26,"Bac+4",3,12,3,-0.495131438011721,0.873078858466451,-0.00112022926479498,-0.225742106667005,"Oui"
2647,35.1479582494049,"Bac+2",7,12,10,0.0947862324645766,0.137279073684304,0.768008241102057,-0.195516545254449,"Oui"
2648,35.1479582494049,"Niveau bac",5,12,5,-0.575654324782966,-1.01381874913439,-0.542848404167787,-0.413040825942852,"Non"
2649,35,"Bac+2",8,12,6,0.0790317546180286,-0.628614771825129,-0.489962553595083,-0.0502116012571851,"Non"
2650,23,"Niveau bac",6,12,2,-0.349840142315778,0.424677353629887,-0.22565216913157,-0.0647302050613936,"Oui"
2651,19,"Bac+2",0,12,0,-0.500382930627237,-0.26899074613406,-0.387344602836192,-0.302828495733229,"Non"
2652,38,"Niveau bac",1,12,0,-0.57040283216745,1.94894152946693,0.069442200224063,-0.168296138367784,"Oui"
2653,24,"Bac+4",0,12,2,-0.51788790601229,-0.509743231952349,-0.362927848899326,-0.375537005421244,"Oui"
2654,41,"Niveau bac",8,12,16,-0.335836162007736,-1.0514363250435,-0.534972123234316,-0.362592208561035,"Non"
2655,42,"Bac+2",3,12,12,0.444885740165643,-0.720401657043352,-0.315044718904645,-0.0192782442012419,"Oui"
2656,41,"Niveau bac",21,12,7,0.105289217695609,-0.401404613334119,0.0165784949439393,-0.1421668320805,"Non"
2657,40,"Niveau bac",13,12,19,-0.0925170041554942,1.55320463090312,0.272424244048681,0.486433016186492,"Non"
2658,49,"Bac+4",0,12,11,0.462390715550697,-1.20190662867993,-0.481239867028267,-0.298958228666781,"Non"
2659,25,"Niveau bac",7,12,6,-0.344588649700262,-0.55187491697055,-0.142165638851471,-0.392566993817795,"Non"
2660,27,"Bac+2",9,12,3,-0.342838152161757,-0.554884323043278,-0.462439011783778,-0.246671168126431,"Non"
2661,34,"Niveau bac",13,12,5,-0.36034312754681,0.826433064339158,0.118001528284901,-0.11456449047858,"Oui"
2662,27,"Bac+4",3,12,5,-0.25531327523649,0.934771682957388,-0.099996654237194,0.159766545624681,"Oui"
2663,29,"Niveau bac",7,12,7,-0.559899846936418,-0.940088300352541,-0.509609843585923,-0.410442341187612,"Non"
2664,24,"Bac+2",5,12,1,-0.395353078316917,1.37113556350304,-0.0559506183205592,0.0683929996753694,"Oui"
2665,34,"Bac+3",1,12,9,-0.421610541394497,1.30041452079391,-0.173695498935394,0.0614602813928837,"Non"
2666,29,"Niveau bac",4,12,6,-0.433864024164034,-0.30058950989771,-0.330937721908404,-0.29059303272214,"Non"
2667,30,"Niveau bac",5,12,1,-0.384850093085885,-0.246420200588595,-0.385219612242911,-0.217736428004462,"Non"
2668,44,"Niveau bac",22,12,16,0.800236740482226,-0.127548660715814,0.709470540510402,0.228636843039266,"Non"
2669,32,"Bac+3",1,12,2,-0.30432720631464,-1.32228287158908,-0.529142535084179,-0.445340251133203,"Non"
2670,35,"Bac+4",6,12,4,-0.265816260467522,0.782796676284592,0.371166454832585,-0.121839222322763,"Non"
2671,39,"Niveau bac",16,12,20,-0.146782427849159,0.772263755030042,0.19611335141591,0.105729696501576,"Non"
2672,39,"Bac+2",19,12,15,0.128045685696178,0.13577437064794,-0.302194073460162,0.321599857931556,"Non"
2673,28,"Niveau bac",1,12,9,-0.451368999549088,-0.18171797002493,-0.45108391758746,-0.218774710980196,"Oui"
2674,37,"Bac+2",12,12,8,-0.377848102931864,-0.103473412133985,-0.265452655507981,-0.226775272603938,"Non"
2675,21,"Bac+2",1,12,1,-0.237808299851437,-0.22384965504313,-0.259047794376189,-0.163685263549082,"Non"
2676,28,"Niveau bac",1,12,6,-0.601911787860546,0.478846662939002,-0.442015365284749,-0.229373381648007,"Non"
2677,27,"Niveau bac",4,12,3,-0.524889896166312,1.53063408535765,-0.293744867994117,0.0006290847278429,"Non"
2678,33,"Bac+4",5,12,8,-0.41285805370197,1.59684101895768,-0.196349056063466,0.163871963682375,"Non"
2679,34,"Bac+3",8,12,15,-0.122275462310085,3.75157576703137,1.68203088621392,0.732049305055034,"Oui"
2680,34,"Niveau bac",7,12,12,-0.472374970011152,0.507436020629924,-0.260353777908745,-0.161917605848396,"Non"
2681,37,"Bac+2",5,12,8,-0.407606561086454,-0.919022457843441,-0.482174135711138,-0.369366767174628,"Oui"
2682,31,"Bac+3",6,12,9,1.02955191802643,0.128250855466118,0.88571633905228,0.59879240902351,"Oui"
2683,42,"Niveau bac",25,12,1,-0.0417525755388394,-0.879900178897969,-0.343722115857513,-0.294485444646974,"Non"
2684,32,"Bac+2",3,12,6,-0.416359048778981,1.18756179306659,-0.370732851491868,0.129826697086621,"Non"
2685,37,"Bac+2",5,12,17,-0.290323226006597,1.04461500461198,0.0524379408748243,0.0791674236084802,"Oui"
2686,45,"Niveau bac",19,12,16,0.306596434623722,-0.380338770825018,-0.110214212748722,0.0536607871270514,"Non"
2687,34,"Niveau bac",3,12,5,-0.46187198478012,0.683486275884548,-0.381786535511146,-0.0530796108923036,"Non"
2688,24,"Bac+2",3,12,7.69570871261378,-0.565151339551935,-0.135072175897636,-0.351507952388335,-0.339856745475698,"Non"
2689,30,"Niveau bac",6,12,5,-0.43911551677955,-1.21544895600721,-0.488489911047188,-0.450795223714341,"Non"
2690,66,"Niveau bac",40,12,17,1.72274894327454,0.468313741684452,1.97028251543171,1.23340688923081,"Non"
2691,24,"Niveau bac",3,12,5,-0.521388901089301,0.281730565175278,-0.0207256418151235,-0.372148909863513,"Oui"
2692,29,"Bac+3",5,12,10,-0.237808299851437,-0.958144736788913,-0.307226518416437,-0.407773789982568,"Non"
2693,29,"Bac+4",4,12,1,0.455388725396675,-1.20040192564357,-0.167983964021118,-0.441690150812507,"Oui"
2694,39,"Niveau bac",3,12,14,-0.446117506933572,-0.959649439825278,-0.470436522505449,-0.39727484042622,"Non"
2695,39,"Niveau bac",5,12,11,-0.297325216160618,0.102670903847925,-0.101342218517633,-0.170670739046753,"Non"
2696,31,"Niveau bac",10,12,10,-0.46187198478012,-1.00328582787984,-0.431256615416255,-0.430247671164178,"Non"
2697,35.1479582494049,"Bac+2",0,12,9,-0.428612531548518,-0.603034820206936,-0.443469618117728,-0.313100147398477,"Non"
2698,28,"Bac+2",6,12,8,-0.381349098008874,-0.818207354407032,-0.387488744559441,-0.375488737586199,"Non"
2699,39,"Bac+3",16,12,3,-0.15028342292617,0.924238761702837,-0.202742660166602,0.345445834833446,"Oui"
2700,54,"Niveau bac",21,12,18,0.658446439863294,-0.640652396116044,-0.181156434328803,0.082083841049472,"Non"
2701,35.1479582494049,"Niveau bac",12,12,24,-0.377848102931864,0.107185012957018,-0.314111161873011,-0.144793179870799,"Non"
2702,25,"Bac+2",5,12,1,-0.232556807235921,1.903800438376,0.0792972759433147,0.463053921558756,"Non"
2703,35.1479582494049,"Bac+2",8,12,3,-0.328834171853714,-0.979210579298013,-0.414391024545298,-0.393256817206851,"Non"
2704,29,"Bac+2",2,12,3,-0.40935705862496,-0.45406921960687,-0.292032195188363,-0.332709904240482,"Non"
2705,39,"Bac+2",8,12,19,-0.367345117700832,-0.18171797002493,-0.328730884953327,-0.212410075353974,"Non"
2706,31,"Bac+2",12,12,3,-0.222053822004889,-0.792627402788839,-0.360344917204678,-0.317354061244415,"Non"
2707,26,"Bac+2",2,12,4,-0.530141388781828,-0.354758819206825,-0.388658957975116,-0.339817157305374,"Non"
2708,30,"Bac+2",3,12,7.69570871261378,-0.272818250621544,0.919724652593745,-0.286506210394986,0.215692405683079,"Oui"
2709,35,"Niveau bac",16,12,7.69570871261378,0.122794193080662,0.882107076684637,0.762242054607568,0.252894824810424,"Non"
2710,30,"Niveau bac",6,12,8,-0.187043871234782,-0.82422616655249,-0.469824127207456,-0.265925207525976,"Oui"
2711,35.1479582494049,"Niveau bac",3,12,7.69570871261378,-0.51788790601229,0.954332822430124,0.387262278438852,-0.416178522529334,"Non"
2712,34,"Niveau bac",10,12,7.69570871261378,-0.339337157084746,0.996464507448324,-0.0108756899847772,0.0234513547740271,"Non"
2713,24,"Bac+3",0,12,1,-0.482877955242184,-0.389366989043204,-0.470809647718494,-0.279840276273222,"Non"
2714,34,"Niveau bac",13,12,2,-0.0767625263089461,0.0259310489933451,0.0325501224702589,-0.0682879776771062,"Non"
2715,31,"Niveau bac",15,12,12,-0.309578698930156,1.60285983110314,0.599830458510753,-0.0177587326781597,"Non"
2716,33,"Bac+2",11,12,9,-0.17654088600375,2.85928686646734,1.27402073656312,0.404540162959856,"Oui"
2717,59,"Bac+3",7,12,20,0.724965346326497,-0.374319958679561,0.439785633280166,0.0712631383404525,"Non"
2718,39,"Niveau bac",19,12,2,0.0790317546180286,-0.684288784170609,-0.262955471317819,-0.183646547548966,"Non"
2719,37,"Niveau bac",16,12,4,-0.215051831850868,-0.952125924643456,-0.330428690717788,-0.388014735835156,"Non"
2720,32,"Bac+4",7,12,3,0.758224799558098,-0.831749681734311,0.179842636283406,-0.209926721761685,"Oui"
2721,23,"Niveau bac",3,12,7.69570871261378,-0.582656314936988,-0.18171797002493,-0.497889348827258,-0.294477653428667,"Non"
2722,23,"Niveau bac",2,12,3,-0.628169250938126,-1.09055860398897,-0.480326022735895,-0.466929861451328,"Oui"
2723,51,"Niveau bac",16,12,27,0.299594444469701,0.760226130739128,0.771775489845983,0.40362253189121,"Non"
2724,31,"Bac+2",9,12,8,0.16480613400479,0.552577111720853,1.08151390134556,-0.0300816347288884,"Oui"
2725,35.1479582494049,"Niveau bac",26,12,18,0.451887730319665,0.183924867811598,-0.421550365379302,0.708819322087185,"Non"
2726,24,"Niveau bac",4,12,2,-0.575654324782966,0.164363728338862,-0.325683154427212,-0.30775846278549,"Non"
2727,38,"Niveau bac",8,12,12,-0.0277485952307968,-0.68127937809788,-0.238298761522995,-0.242325825335563,"Non"
2728,39,"Niveau bac",0,12,13,-0.460121487241614,1.7142078557941,0.340036345422302,-0.13446375414121,"Oui"
2729,31,"Niveau bac",15,12,3,-0.272818250621544,-1.28917940478906,-0.507993101366898,-0.440445898553125,"Non"
2730,49,"Bac+5 et plus",5,12,13,-0.449618502010582,-0.267486043097695,-0.344652771292968,-0.286869995812974,"Non"
2731,33,"Niveau bac",16,12,4,-0.243059792466953,2.07232717844881,-0.292305288115731,0.672858830230098,"Non"
2732,30,"Niveau bac",13,12,1,-0.416359048778981,-0.705354626679709,-0.249415983058612,-0.422170983090463,"Non"
2733,28,"Bac+2",0,12,7.69570871261378,-0.631670246015137,-0.363787037425011,-0.406607821124052,-0.398126477459472,"Non"
2734,40,"Niveau bac",17,12,5,0.37486583862543,-0.404414019406847,-0.242953154698798,0.140013862360015,"Non"
2735,47,"Niveau bac",10,12,9,-0.0400020780003342,1.23571229023025,0.585593073292222,0.283407433977162,"Non"
2736,56,"Bac+2",27,12,21,1.30262953403326,-0.22384965504313,0.38929883019206,0.643091855978409,"Non"
2737,35,"Niveau bac",3,12,4,-0.46187198478012,-0.422470455843219,-0.362384432014855,-0.323986474325229,"Oui"
2738,39,"Niveau bac",22,12,13,-0.0452535706158501,-0.479649171225063,-0.22273708392645,-0.162690881318556,"Non"
2739,43,"Niveau bac",17,12,0,0.255832006007067,1.01151153781197,1.58671560608291,0.137461749203443,"Non"
2740,43,"Niveau bac",15,12,20,-0.239558797389942,0.0695674370479099,-0.413028273887489,0.0112142607344461,"Non"
2741,19,"Niveau bac",2,12,0,-0.51788790601229,0.302796407684378,-0.499264051991069,-0.146357611716069,"Non"
2742,43,"Bac+3",4,12,14,-0.332335166930725,0.954332822430124,0.0319051335456173,0.000718218151191392,"Non"
2743,54,"Bac+3",16,12,29,1.16609072602984,2.93753142435828,1.99062197358942,3.44403875043591,"Oui"
2744,37,"Bac+2",14,12,7.69570871261378,0.268085488776605,0.414144432375337,0.806200085144429,0.124735775369036,"Non"
2745,70,"Bac+2",33,12,17,1.74025391865959,0.498407802411738,1.1224370822437,1.68308615925813,"Non"
2746,44,"Niveau bac",14,12,11,0.0300178235398792,0.316338735011657,0.207798942916185,0.0919249100331183,"Oui"
2747,31,"Bac+3",0,12,5,-0.559899846936418,0.104175606884289,-0.350431149667055,-0.292755652738737,"Oui"
2748,37,"Niveau bac",18,12,12,-0.0592575509238928,-0.815197948334304,-0.440139342641907,-0.226765436338164,"Non"
2749,54,"Bac+2",26,12,3,3.55376936855112,-0.685793487206973,1.46887454580342,0.614814442439338,"Oui"
2750,32,"Bac+4",6,12,12,-0.558149349397913,0.257655316593449,-0.207152018882439,-0.32833968200326,"Non"
2751,26,"Bac+3",0,12,5,-0.472374970011152,0.144802588866125,-0.524747053567461,-0.125291530602928,"Oui"
2752,32,"Bac+2",12,12,1,-0.302576708776134,1.23420758719389,-0.219811110457406,0.247530411881704,"Oui"
2753,45,"Niveau bac",21,12,7.69570871261378,0.789733755251194,1.29289100561209,0.785423614901276,1.51702242315703,"Non"
2754,23,"Bac+2",0,12,4,-0.661428704169728,0.102670903847925,-0.276402729576728,-0.417929590003445,"Non"
2755,51,"Niveau bac",34,12,4,2.14461885005432,-0.41946104977049,2.20054096076697,0.0889433103875354,"Non"
2756,41,"Niveau bac",3,12,12,-0.498632433088732,-1.31626405944362,-0.509630300324205,-0.472550603694278,"Non"
2757,48,"Niveau bac",21,12,7.69570871261378,-0.00499212723022751,-0.706859329716073,-0.515420498578381,-0.11824320820343,"Non"
2758,31,"Niveau bac",11,12,12,-0.253562777697985,0.0816050613388244,-0.198539955265616,-0.0945432179285175,"Non"
2759,35.1479582494049,"Niveau bac",22,12,2,0.353859868163366,0.543548893502667,1.32294766483559,0.0710555689692323,"Non"
2760,31,"Bac+4",8,12,7,0.696957385710412,-0.461592734788691,0.727886017201459,-0.154893486615146,"Oui"
2761,35,"Bac+3",0,12,1,-0.589658305091009,-1.37344277482546,-0.541842895961328,-0.476840771458076,"Non"
2762,18,"Bac+2",0,12,0,-0.272818250621544,0.347937498775307,-0.267689504736584,0.0111626114988689,"Non"
2763,41,"Bac+2",15,12,12,0.58142454816906,-1.31325465337089,-0.392898988983476,-0.410524873881381,"Non"
2764,34,"Bac+2",12,12,14,-0.379598600470369,-0.849806118170683,-0.39075619417016,-0.382272018592449,"Non"
2765,40,"Bac+4",3,12,10,-0.272818250621544,0.00185580041151611,-0.198015613869072,-0.139179318299085,"Oui"
2766,37,"Bac+2",14,12,18,-0.0154951124612594,2.97665370330376,0.417798644283104,1.24461068767627,"Non"
2767,24,"Bac+2",2,12,4,-0.635171241092148,0.468313741684452,-0.463547149802928,-0.25790924911114,"Oui"
2768,29,"Bac+4",1,12,4,-0.430363029087024,-0.509743231952349,-0.384683027210314,-0.317006509258055,"Oui"
2769,38,"Niveau bac",7,12,7,-0.314830191545672,-0.78961799671611,-0.428525000369556,-0.322196751328522,"Non"
2770,44,"Niveau bac",1,12,2,-0.46537297985713,0.936276385993752,-0.387906419139914,0.00483280650819291,"Non"
2771,34,"Niveau bac",15,12,11,0.226073547852477,0.299787001611649,0.270454982154696,0.252601843766506,"Non"
2772,43,"Bac+3",7,12,13,-0.36034312754681,1.13489718679384,0.116168379394301,-0.0231168336592198,"Non"
2773,33,"Niveau bac",15,12,1,-0.208049841696846,-0.0192100420975843,-0.239171433556537,-0.0739014650110275,"Non"
2774,27,"Niveau bac",2,12,1,-0.596660295245031,-0.974696470188921,-0.490725644277261,-0.43620708829623,"Oui"
2775,28,"Niveau bac",8,12,7.69570871261378,-0.0977684967710102,-0.600025414134208,-0.317540673879034,-0.202608204095711,"Non"
2776,35.1479582494049,"Niveau bac",2,12,3,-0.526640393704817,-0.755009826879731,-0.442865788512804,-0.39322190700894,"Non"
2777,24,"Bac+3",3,12,5,-0.563400842013429,0.639849887829983,-0.484574224794365,-0.138291190134253,"Non"
2778,48,"Niveau bac",8,12,26,-0.271067753083038,-0.85582493031614,-0.382992532044923,-0.348231201595653,"Non"
2779,43,"Bac+2",19,12,9,0.422129272165074,-0.262971933988602,0.396781842947704,-0.0188748335408211,"Non"
2780,36,"Niveau bac",2,12,10,-0.0627585460009035,3.99834706499512,1.78553235521815,0.973405477159885,"Oui"
2781,27,"Bac+2",3,12,7.69570871261378,-0.430363029087024,-1.11162444649807,-0.518593793495684,-0.409244043561168,"Non"
2782,40,"Bac+4",1,12,7,-0.43561452170254,0.61426993621179,0.0136330836917939,-0.218491384976664,"Non"
2783,35.1479582494049,"Niveau bac",4,12,6,-0.36034312754681,0.122232043320661,-0.215703381883537,-0.169430697699232,"Non"
2784,35,"Bac+3",7,12,5,0.231325040467993,-1.25005712584359,-0.397127245398644,-0.406247477350616,"Non"
2785,20,"Bac+3",0,12,7.69570871261378,-0.20279834908133,0.754207318593671,-0.0910414938547425,0.158339727204113,"Non"
2786,39,"Bac+4",9,12,12,0.47989569093575,-0.885918991043426,-0.437264996235319,-0.0747019773309637,"Non"
2787,36,"Bac+2",8,12,1,-0.0435030730773448,-0.708364032752438,-0.310745310304904,-0.229324539195878,"Oui"
